"GEOID","NAME","percent_asian","percent_black","percent_white","percent_other","percent_latinx","median_hhi"
"29095008500","Census Tract 85, Jackson County, Missouri",0.0063,0.0114,0.9609,0.0214,0.0367,150542
"29095008600","Census Tract 86, Jackson County, Missouri",0.0268,0.0459,0.8203,0.107,0.0998,88021
"29095008700","Census Tract 87, Jackson County, Missouri",0.0026,0.772,0.1677,0.0577,0.0111,36279
"29095008800","Census Tract 88, Jackson County, Missouri",0.0022,0.7655,0.1433,0.089,0.0584,37817
"29095008900","Census Tract 89, Jackson County, Missouri",0,0.814,0.1238,0.0622,0.0404,40357
"29095009000","Census Tract 90, Jackson County, Missouri",0.0024,0.7507,0.0982,0.1487,0.0979,46034
"29095009100","Census Tract 91, Jackson County, Missouri",0.0239,0.0773,0.8297,0.0691,0.0539,79763
"29095009200","Census Tract 92, Jackson County, Missouri",0.0236,0.0266,0.855,0.0948,0.1001,86792
"29095009300","Census Tract 93, Jackson County, Missouri",0.0031,0.039,0.8862,0.0718,0.0829,57959
"29095009400","Census Tract 94, Jackson County, Missouri",0.0015,0.2011,0.6893,0.1081,0.0167,53438
"29095009500","Census Tract 95, Jackson County, Missouri",0,0.7289,0.2539,0.0173,0.0071,38910
"29095009600","Census Tract 96, Jackson County, Missouri",0,0.6487,0.3454,0.0059,0,23036
"29095009700","Census Tract 97, Jackson County, Missouri",0.0163,0.7406,0.1587,0.0843,0.0654,28986
"29095009800","Census Tract 98, Jackson County, Missouri",0.013,0.216,0.7218,0.0492,0.1012,49824
"29095009900","Census Tract 99, Jackson County, Missouri",0.0088,0.1019,0.8485,0.0408,0.1033,65223
"29095010001","Census Tract 100.01, Jackson County, Missouri",0.0379,0.1225,0.7999,0.0397,0.0432,76875
"29095010002","Census Tract 100.02, Jackson County, Missouri",0.0214,0.4769,0.4444,0.0573,0.0397,46021
"29095010103","Census Tract 101.03, Jackson County, Missouri",0.0086,0.4574,0.4574,0.0766,0.0749,55956
"29095010105","Census Tract 101.05, Jackson County, Missouri",0.0048,0.065,0.8151,0.115,0.0843,57378
"29095010201","Census Tract 102.01, Jackson County, Missouri",0.0089,0.4941,0.4632,0.0339,0.0398,29130
"29095010203","Census Tract 102.03, Jackson County, Missouri",0.0154,0.2669,0.6569,0.0608,0.0746,62334
"29095010204","Census Tract 102.04, Jackson County, Missouri",0.0394,0.2926,0.6215,0.0466,0.0647,47184
"29095010500","Census Tract 105, Jackson County, Missouri",0.0057,0.4091,0.5481,0.0371,0.1415,42329
"29095010600","Census Tract 106, Jackson County, Missouri",0.0027,0.3308,0.6369,0.0295,0.0907,68381
"29095010702","Census Tract 107.02, Jackson County, Missouri",0.0023,0.4839,0.4663,0.0476,0.0525,35992
"29095011000","Census Tract 110, Jackson County, Missouri",0.0056,0.0959,0.7805,0.1179,0.1564,37955
"29095011100","Census Tract 111, Jackson County, Missouri",0,0.0066,0.9291,0.0643,0.0486,39535
"29095011200","Census Tract 112, Jackson County, Missouri",0.0079,0.0769,0.7349,0.1803,0.162,45824
"29095011300","Census Tract 113, Jackson County, Missouri",0.0059,0.0549,0.8599,0.0793,0.0691,63000
"29095011401","Census Tract 114.01, Jackson County, Missouri",0.0151,0.0536,0.8054,0.126,0.0657,45461
"29095011405","Census Tract 114.05, Jackson County, Missouri",0,0.1787,0.6213,0.2,0.1348,31772
"29095011406","Census Tract 114.06, Jackson County, Missouri",0.0041,0.0938,0.8129,0.0892,0.0605,61061
"29095011500","Census Tract 115, Jackson County, Missouri",0,0.17,0.6771,0.153,0.0838,37068
"29095011600","Census Tract 116, Jackson County, Missouri",0.0056,0.0369,0.8935,0.0641,0.0606,31310
"29095011700","Census Tract 117, Jackson County, Missouri",0.0208,0.1129,0.7012,0.1651,0.1747,30563
"29095011800","Census Tract 118, Jackson County, Missouri",0,0.0771,0.7614,0.1615,0.0967,44891
"29095011900","Census Tract 119, Jackson County, Missouri",0.0315,0.0586,0.7278,0.1821,0.1137,52013
"29095012000","Census Tract 120, Jackson County, Missouri",0.0155,0.0836,0.7225,0.1784,0.1103,51829
"29095012100","Census Tract 121, Jackson County, Missouri",0.0274,0.0813,0.74,0.1513,0.1791,43790
"29095012200","Census Tract 122, Jackson County, Missouri",0.0102,0.072,0.7811,0.1367,0.1355,52269
"29095012300","Census Tract 123, Jackson County, Missouri",0.0026,0.0381,0.9314,0.0279,0.0117,51936
"29095012400","Census Tract 124, Jackson County, Missouri",0.0246,0.1166,0.7331,0.1257,0.1006,48646
"29095012501","Census Tract 125.01, Jackson County, Missouri",0.0198,0.246,0.6671,0.0672,0.036,50735
"29095012502","Census Tract 125.02, Jackson County, Missouri",0.0037,0.2682,0.6765,0.0516,0.0258,60950
"29095012600","Census Tract 126, Jackson County, Missouri",0,0.3156,0.5654,0.119,0.151,43964
"29095012701","Census Tract 127.01, Jackson County, Missouri",0.004,0.311,0.6649,0.0201,0.0431,62331
"29095012802","Census Tract 128.02, Jackson County, Missouri",0.018,0.4206,0.5474,0.014,0.0348,55156
"29095012803","Census Tract 128.03, Jackson County, Missouri",0.0314,0.1936,0.738,0.0369,0.0419,53286
"29095012804","Census Tract 128.04, Jackson County, Missouri",0.0113,0.3977,0.463,0.128,0.077,44947
"29095012903","Census Tract 129.03, Jackson County, Missouri",0.0088,0.5805,0.3011,0.1097,0.0998,38257
"29095012904","Census Tract 129.04, Jackson County, Missouri",0.0253,0.4835,0.3897,0.1016,0.0901,63125
"29095012906","Census Tract 129.06, Jackson County, Missouri",0.0075,0.5903,0.3387,0.0635,0.0522,48147
"29095013003","Census Tract 130.03, Jackson County, Missouri",0.0042,0.6428,0.294,0.0591,0.1097,49247
"29095013100","Census Tract 131, Jackson County, Missouri",0.0395,0.5155,0.4234,0.0216,0.0518,46016
"29095013203","Census Tract 132.03, Jackson County, Missouri",0,0.6714,0.2738,0.0548,0.0686,32500
"29095013208","Census Tract 132.08, Jackson County, Missouri",0,0.6437,0.3064,0.0499,0.0492,37382
"29095013210","Census Tract 132.10, Jackson County, Missouri",0.0156,0.7668,0.197,0.0206,0.0099,36111
"29095013301","Census Tract 133.01, Jackson County, Missouri",0.0184,0.2167,0.6861,0.0788,0.065,36081
"29095013307","Census Tract 133.07, Jackson County, Missouri",0.0226,0.4536,0.4375,0.0862,0.0745,51279
"29095013309","Census Tract 133.09, Jackson County, Missouri",0.0106,0.4493,0.4411,0.0991,0.1051,45500
"29095013313","Census Tract 133.13, Jackson County, Missouri",0.0047,0.2829,0.5605,0.1519,0.1464,54826
"29095013401","Census Tract 134.01, Jackson County, Missouri",0.023,0.318,0.5023,0.1567,0.1952,43681
"29095013405","Census Tract 134.05, Jackson County, Missouri",0,0.2512,0.6463,0.1025,0.0816,52348
"29095013407","Census Tract 134.07, Jackson County, Missouri",0.0246,0.0754,0.8706,0.0294,0.0171,96776
"29095013408","Census Tract 134.08, Jackson County, Missouri",0.0275,0.1885,0.7173,0.0667,0.0876,49315
"29095013410","Census Tract 134.10, Jackson County, Missouri",0.0325,0.3085,0.614,0.045,0.033,44055
"29095013416","Census Tract 134.16, Jackson County, Missouri",0.0273,0.561,0.3394,0.0723,0.0812,75750
"29095013502","Census Tract 135.02, Jackson County, Missouri",0.0101,0.0239,0.9386,0.0274,0.0517,88963
"29095013504","Census Tract 135.04, Jackson County, Missouri",0.0359,0.0646,0.8223,0.0772,0.0661,98050
"29095013606","Census Tract 136.06, Jackson County, Missouri",0.0029,0.0324,0.9295,0.0353,0.0165,130119
"29095013608","Census Tract 136.08, Jackson County, Missouri",0.03,0.0552,0.9115,0.0032,0.0261,60976
"29095013612","Census Tract 136.12, Jackson County, Missouri",0.0442,0.1049,0.8021,0.0487,0.032,140774
"29095013703","Census Tract 137.03, Jackson County, Missouri",0.0054,0.0927,0.8673,0.0345,0.0372,51217
"29095013704","Census Tract 137.04, Jackson County, Missouri",0.0141,0.0661,0.8954,0.0244,0.0513,73750
"29095013801","Census Tract 138.01, Jackson County, Missouri",0.0248,0.0868,0.8568,0.0317,0.0574,75651
"29095013802","Census Tract 138.02, Jackson County, Missouri",0.02,0.1033,0.8338,0.0429,0.0208,92468
"29095013901","Census Tract 139.01, Jackson County, Missouri",0.0013,0.0091,0.9765,0.013,0.0479,98886
"29095013902","Census Tract 139.02, Jackson County, Missouri",0.0048,0.045,0.9051,0.045,0.0132,88125
"29095013904","Census Tract 139.04, Jackson County, Missouri",0.0252,0.0802,0.861,0.0336,0.0491,101474
"29095013916","Census Tract 139.16, Jackson County, Missouri",0.0096,0.0742,0.8734,0.0428,0.0172,112801
"29095014002","Census Tract 140.02, Jackson County, Missouri",0,0,0.9893,0.0107,0.0164,63750
"29095014004","Census Tract 140.04, Jackson County, Missouri",0.0144,0.0249,0.9319,0.0288,0.0328,52394
"29095014005","Census Tract 140.05, Jackson County, Missouri",0,0.0017,0.9847,0.0136,0.0508,71736
"29095014006","Census Tract 140.06, Jackson County, Missouri",0,0.0293,0.8237,0.147,0.0953,79254
"29095014007","Census Tract 140.07, Jackson County, Missouri",0.0032,0.004,0.9362,0.0566,0.024,61466
"29095014101","Census Tract 141.01, Jackson County, Missouri",0.0176,0.0304,0.8534,0.0987,0.0587,46494
"29095014105","Census Tract 141.05, Jackson County, Missouri",0.0139,0.0946,0.8489,0.0425,0.0555,71349
"29095014108","Census Tract 141.08, Jackson County, Missouri",0.0044,0.048,0.8971,0.0505,0.0419,60164
"29095014111","Census Tract 141.11, Jackson County, Missouri",0.0054,0.1033,0.8605,0.0308,0.0569,84286
"29095014112","Census Tract 141.12, Jackson County, Missouri",0.0704,0.1037,0.7679,0.058,0.0372,113000
"29095014114","Census Tract 141.14, Jackson County, Missouri",0.021,0.0646,0.8423,0.0721,0.1197,74556
"29095014120","Census Tract 141.20, Jackson County, Missouri",0.0256,0.0549,0.8874,0.0321,0.0211,92500
"29095014203","Census Tract 142.03, Jackson County, Missouri",0.0012,0.104,0.8328,0.0621,0.0443,118681
"29095014204","Census Tract 142.04, Jackson County, Missouri",0,0.1359,0.8317,0.0324,0.0251,89643
"29095014300","Census Tract 143, Jackson County, Missouri",0.0209,0.2712,0.6774,0.0305,0.044,61806
"29095014400","Census Tract 144, Jackson County, Missouri",0.018,0.3062,0.6578,0.018,0.0242,65260
"29095014501","Census Tract 145.01, Jackson County, Missouri",0.0074,0.0968,0.8461,0.0497,0.026,55625
"29095014502","Census Tract 145.02, Jackson County, Missouri",0.0028,0.0401,0.9089,0.0483,0.0377,58691
"29095014601","Census Tract 146.01, Jackson County, Missouri",0,0.0951,0.8592,0.0457,0.0751,59375
"29095014603","Census Tract 146.03, Jackson County, Missouri",0.0603,0.0295,0.8643,0.0459,0.0548,69919
"29095014604","Census Tract 146.04, Jackson County, Missouri",0.0394,0.1395,0.7426,0.0784,0.1288,45797
"29095014701","Census Tract 147.01, Jackson County, Missouri",0.017,0.0855,0.7947,0.1028,0.0729,67713
"29095014702","Census Tract 147.02, Jackson County, Missouri",0.0381,0.0344,0.8795,0.048,0.0344,70931
"29095014804","Census Tract 148.04, Jackson County, Missouri",0.0305,0.042,0.8758,0.0518,0.0298,121250
"29095014806","Census Tract 148.06, Jackson County, Missouri",0.0375,0.1094,0.7954,0.0578,0.0813,93438
"29095014902","Census Tract 149.02, Jackson County, Missouri",0.0078,0.0029,0.9805,0.0088,0.0146,53598
"29095014903","Census Tract 149.03, Jackson County, Missouri",0.0107,6e-04,0.9482,0.0405,0.0296,91510
"29095014904","Census Tract 149.04, Jackson County, Missouri",0.0258,0.0791,0.8567,0.0384,0.0281,95030
"29095014905","Census Tract 149.05, Jackson County, Missouri",0.0026,0.0495,0.9129,0.035,0.0265,91065
"29095015000","Census Tract 150, Jackson County, Missouri",0.0095,0.0146,0.9473,0.0287,0.0216,65592
"29095015100","Census Tract 151, Jackson County, Missouri",0.0135,0.0539,0.8897,0.0428,0.0262,64685
"29095015200","Census Tract 152, Jackson County, Missouri",0.0451,0.0809,0.8567,0.0173,0.0555,77700
"29095015300","Census Tract 153, Jackson County, Missouri",0,0.1901,0.5487,0.2612,0.5792,32415
"29095015400","Census Tract 154, Jackson County, Missouri",0.0667,0.6723,0.1495,0.1115,0.1138,14701
"29095015500","Census Tract 155, Jackson County, Missouri",0.0133,0.0957,0.7969,0.0941,0.3663,31042
"29095015600","Census Tract 156, Jackson County, Missouri",0.0181,0.1164,0.5352,0.3302,0.3809,31226
"29095015700","Census Tract 157, Jackson County, Missouri",0.0297,0.1366,0.7956,0.038,0.0564,58839
"29095015800","Census Tract 158, Jackson County, Missouri",0.0032,0.1001,0.8523,0.0444,0.0653,80203
"29095015900","Census Tract 159, Jackson County, Missouri",0.0911,0.41,0.4564,0.0425,0.0295,51295
"29095016000","Census Tract 160, Jackson County, Missouri",0.0108,0.5216,0.2352,0.2325,0.2042,28994
"29095016100","Census Tract 161, Jackson County, Missouri",0.0056,0.8407,0.1214,0.0323,0.0637,38170
"29095016200","Census Tract 162, Jackson County, Missouri",0.023,0.5205,0.2943,0.1622,0.2391,29474
"29095016300","Census Tract 163, Jackson County, Missouri",0.0157,0.5275,0.4326,0.0242,0.0855,33301
"29095016400","Census Tract 164, Jackson County, Missouri",0,0.5147,0.3933,0.092,0.2695,25795
"29095016500","Census Tract 165, Jackson County, Missouri",0,0.8855,0.0906,0.0239,0.0513,37583
"29095016600","Census Tract 166, Jackson County, Missouri",0.0064,0.9191,0.0745,0,0.015,26944
"29095016700","Census Tract 167, Jackson County, Missouri",0.0085,0.1967,0.75,0.0448,0.1033,41667
"29095016800","Census Tract 168, Jackson County, Missouri",0.0077,0.0301,0.89,0.0722,0.1315,55171
"29095016900","Census Tract 169, Jackson County, Missouri",0,0.8861,0.0669,0.047,0.0562,35197
"29095017000","Census Tract 170, Jackson County, Missouri",0,0.3401,0.552,0.1078,0.2108,34094
"29095017100","Census Tract 171, Jackson County, Missouri",0.0026,0.8398,0.0867,0.0708,0.0698,39695
"29095017200","Census Tract 172, Jackson County, Missouri",0,0.5282,0.3451,0.1266,0.0999,46133
"29095017300","Census Tract 173, Jackson County, Missouri",0.0268,0.1361,0.8065,0.0306,0.0484,82692
"29095017400","Census Tract 174, Jackson County, Missouri",0.0397,0.5002,0.301,0.1591,0.0893,33464
"29095017500","Census Tract 175, Jackson County, Missouri",0.0041,0.4205,0.5,0.0755,0.015,50125
"29095017600","Census Tract 176, Jackson County, Missouri",0.016,0.3587,0.5256,0.0997,0.1011,72315
"29095017700","Census Tract 177, Jackson County, Missouri",0.0142,0.0062,0.9388,0.0408,0.038,95273
"29095017800","Census Tract 178, Jackson County, Missouri",0.066,0.2493,0.5588,0.1259,0.1189,33571
"29095017900","Census Tract 179, Jackson County, Missouri",0.0512,0.0374,0.8501,0.0614,0.0701,64387
"29095018000","Census Tract 180, Jackson County, Missouri",0.0104,0.1094,0.7493,0.131,0.1293,49404
"29095018100","Census Tract 181, Jackson County, Missouri",0.0174,0.0817,0.8232,0.0778,0.0256,123608
"29095018200","Census Tract 182, Jackson County, Missouri",0.0388,0.112,0.8206,0.0286,0.0614,132566
"29095018500","Census Tract 185, Jackson County, Missouri",0.0316,0.0771,0.8449,0.0465,0.0092,125114
"29095018600","Census Tract 186, Jackson County, Missouri",0.0098,0.0692,0.86,0.061,0.0238,93657
"29095019300","Census Tract 193, Jackson County, Missouri",0.0074,0.0467,0.9089,0.037,0.0504,84491
"29095988300","Census Tract 9883, Jackson County, Missouri",0.15,0,0.81,0.04,0.11,56719
"29095989100","Census Tract 9891, Jackson County, Missouri",0.75,0,0.25,0,0,
"29095989200","Census Tract 9892, Jackson County, Missouri",,,,,,
"29097010100","Census Tract 101, Jasper County, Missouri",0,0.0626,0.8047,0.1327,0.1263,34177
"29097010200","Census Tract 102, Jasper County, Missouri",0,0.033,0.8397,0.1273,0.0765,55296
"29097010300","Census Tract 103, Jasper County, Missouri",0.012,0.0421,0.8839,0.0621,0.0224,48387
"29097010400","Census Tract 104, Jasper County, Missouri",0.0308,0.0054,0.8482,0.1156,0.0482,44760
"29097010500","Census Tract 105, Jasper County, Missouri",0.0289,0.0565,0.795,0.1196,0.0146,59564
"29097010600","Census Tract 106, Jasper County, Missouri",0.052,0.0537,0.8767,0.0175,0.0243,33429
"29097010700","Census Tract 107, Jasper County, Missouri",0.0444,7e-04,0.9193,0.0355,0.0146,50625
"29097010800","Census Tract 108, Jasper County, Missouri",0.0173,0.04,0.8666,0.0761,0.0345,35941
"29097010900","Census Tract 109, Jasper County, Missouri",0,0.0275,0.9215,0.051,0.0548,50083
"29097011000","Census Tract 110, Jasper County, Missouri",0,0.0174,0.8745,0.1081,0.0717,31332
"29097011100","Census Tract 111, Jasper County, Missouri",0,0.0305,0.9486,0.0209,0.0365,55598
"29097011200","Census Tract 112, Jasper County, Missouri",0.0072,6e-04,0.9542,0.038,0.0255,50234
"29097011300","Census Tract 113, Jasper County, Missouri",0.0069,0.0058,0.9365,0.0509,0.0337,63884
"29097011400","Census Tract 114, Jasper County, Missouri",0.0191,0.0137,0.9438,0.0234,0.0225,53222
"29097011500","Census Tract 115, Jasper County, Missouri",0.0016,0.0104,0.9359,0.052,0.0552,52172
"29097011600","Census Tract 116, Jasper County, Missouri",4e-04,0.016,0.9061,0.0776,0.4067,39480
"29097011700","Census Tract 117, Jasper County, Missouri",0.0109,0.0083,0.909,0.0717,0.2383,49755
"29097011800","Census Tract 118, Jasper County, Missouri",0,0.0159,0.8631,0.121,0.3379,36630
"29097011900","Census Tract 119, Jasper County, Missouri",0.0286,0.0071,0.9108,0.0535,0.0532,50462
"29097012000","Census Tract 120, Jasper County, Missouri",0,0.0035,0.9136,0.0829,0.0542,47398
"29097012100","Census Tract 121, Jasper County, Missouri",0.0118,0.004,0.9504,0.0338,0.0555,63873
"29097012200","Census Tract 122, Jasper County, Missouri",6e-04,0,0.9742,0.0252,0.0353,49319
"29099700107","Census Tract 7001.07, Jefferson County, Missouri",0.0119,0,0.9857,0.0024,0.008,77774
"29099700109","Census Tract 7001.09, Jefferson County, Missouri",0.0102,0.0168,0.9368,0.0362,0.0433,81813
"29099700110","Census Tract 7001.10, Jefferson County, Missouri",0.0051,0.0054,0.9738,0.0157,0.0205,77374
"29099700111","Census Tract 7001.11, Jefferson County, Missouri",0,0.0073,0.9682,0.0245,0.0194,56552
"29099700113","Census Tract 7001.13, Jefferson County, Missouri",0.0059,0.0061,0.943,0.045,0.0193,66076
"29099700114","Census Tract 7001.14, Jefferson County, Missouri",0.0035,0.0047,0.9736,0.0182,0.0393,64776
"29099700115","Census Tract 7001.15, Jefferson County, Missouri",0.0212,0,0.9571,0.0217,0.0205,68641
"29099700116","Census Tract 7001.16, Jefferson County, Missouri",0.023,0,0.9727,0.0042,0.0376,73603
"29099700117","Census Tract 7001.17, Jefferson County, Missouri",0.0334,0.0344,0.8979,0.0343,0.0119,72300
"29099700118","Census Tract 7001.18, Jefferson County, Missouri",0,0.0048,0.988,0.0072,0.0123,52679
"29099700119","Census Tract 7001.19, Jefferson County, Missouri",0,0,0.9863,0.0137,0.0241,67448
"29099700203","Census Tract 7002.03, Jefferson County, Missouri",0.0108,0.0136,0.9328,0.0427,0.0569,80481
"29099700206","Census Tract 7002.06, Jefferson County, Missouri",0.0028,0.0098,0.9766,0.0109,0.0157,60159
"29099700207","Census Tract 7002.07, Jefferson County, Missouri",0,0,0.9409,0.0591,0.0198,60313
"29099700208","Census Tract 7002.08, Jefferson County, Missouri",0,0.0079,0.9445,0.0476,0.0209,58500
"29099700209","Census Tract 7002.09, Jefferson County, Missouri",0.0087,0,0.9656,0.0256,0,77500
"29099700210","Census Tract 7002.10, Jefferson County, Missouri",0,0.0183,0.9393,0.0424,0.0973,47366
"29099700211","Census Tract 7002.11, Jefferson County, Missouri",0,0.0068,0.9707,0.0225,0,72639
"29099700302","Census Tract 7003.02, Jefferson County, Missouri",0.0037,0,0.9857,0.0106,0.0183,59853
"29099700303","Census Tract 7003.03, Jefferson County, Missouri",0.0186,0.0137,0.9356,0.0321,0.035,63041
"29099700304","Census Tract 7003.04, Jefferson County, Missouri",0.0542,0.0014,0.9121,0.0323,0.002,74667
"29099700401","Census Tract 7004.01, Jefferson County, Missouri",0.0014,6e-04,0.9637,0.0343,0.0035,70082
"29099700402","Census Tract 7004.02, Jefferson County, Missouri",0.0174,0.0057,0.9175,0.0594,0.0569,100048
"29099700502","Census Tract 7005.02, Jefferson County, Missouri",0.0048,0.0143,0.949,0.0319,0.0059,73980
"29099700503","Census Tract 7005.03, Jefferson County, Missouri",0,0,0.9912,0.0088,0.0065,52083
"29099700504","Census Tract 7005.04, Jefferson County, Missouri",0.0034,0,0.9776,0.0191,0.0081,71453
"29099700601","Census Tract 7006.01, Jefferson County, Missouri",0,0.0021,0.9788,0.0191,0.0238,56912
"29099700603","Census Tract 7006.03, Jefferson County, Missouri",0,0.0023,0.9977,0,0.0233,81278
"29099700604","Census Tract 7006.04, Jefferson County, Missouri",0.0058,0.0028,0.9861,0.0053,0.0074,74934
"29099700605","Census Tract 7006.05, Jefferson County, Missouri",0,0.0519,0.9145,0.0336,0.0292,49405
"29099700700","Census Tract 7007, Jefferson County, Missouri",0.0013,0.032,0.9427,0.024,0.0053,52112
"29099700801","Census Tract 7008.01, Jefferson County, Missouri",0.0082,0.0028,0.9811,0.0079,0.0309,60203
"29099700802","Census Tract 7008.02, Jefferson County, Missouri",0.0044,0.0223,0.9649,0.0084,0,62993
"29099700900","Census Tract 7009, Jefferson County, Missouri",0,0.0395,0.9477,0.0128,0.0223,54898
"29099701000","Census Tract 7010, Jefferson County, Missouri",0.0014,7e-04,0.9874,0.0105,0.0144,59970
"29099701101","Census Tract 7011.01, Jefferson County, Missouri",0,0.0048,0.9885,0.0067,0.0043,72818
"29099701102","Census Tract 7011.02, Jefferson County, Missouri",0.0067,0,0.991,0.0023,0.0147,47696
"29099701200","Census Tract 7012, Jefferson County, Missouri",0.0035,0.0073,0.9761,0.0131,0,44113
"29099701300","Census Tract 7013, Jefferson County, Missouri",0,0.0172,0.9575,0.0253,0.0089,45022
"29099701401","Census Tract 7014.01, Jefferson County, Missouri",0.0097,0,0.9903,0,0.0094,64063
"29099701403","Census Tract 7014.03, Jefferson County, Missouri",0.0121,0,0.9736,0.0144,0.0046,70216
"29099701404","Census Tract 7014.04, Jefferson County, Missouri",0.0091,0.0014,0.9876,0.002,0,69071
"29101960100","Census Tract 9601, Johnson County, Missouri",0.0012,0.013,0.954,0.0318,0.0207,71771
"29101960200","Census Tract 9602, Johnson County, Missouri",0,0.0115,0.9488,0.0397,0.0147,49149
"29101960300","Census Tract 9603, Johnson County, Missouri",0.0279,0.016,0.9015,0.0545,0.0329,68583
"29101960400","Census Tract 9604, Johnson County, Missouri",0.0113,0.0962,0.8523,0.0402,0.0255,34263
"29101960500","Census Tract 9605, Johnson County, Missouri",0.0213,0.0696,0.8457,0.0635,0.0666,62441
"29101960600","Census Tract 9606, Johnson County, Missouri",0.0216,0.0338,0.8986,0.046,0.0235,35987
"29101960700","Census Tract 9607, Johnson County, Missouri",0.0488,0.0562,0.8057,0.0894,0.1191,55139
"29101960900","Census Tract 9609, Johnson County, Missouri",0.0045,0.0027,0.9733,0.0196,0.0118,52264
"29101980000","Census Tract 9800, Johnson County, Missouri",0.0213,0.101,0.8081,0.0696,0.0969,51932
"29103960100","Census Tract 9601, Knox County, Missouri",0.0089,0.0047,0.9603,0.0261,0.0052,43750
"29103960200","Census Tract 9602, Knox County, Missouri",0.0034,0.0044,0.967,0.0251,0.0162,36591
"29105960100","Census Tract 9601, Laclede County, Missouri",0.004,6e-04,0.9614,0.034,0.0186,48777
"29105960298","Census Tract 9602.98, Laclede County, Missouri",0.0017,0.0011,0.9841,0.0131,0.0161,52698
"29105960300","Census Tract 9603, Laclede County, Missouri",0.0011,0.0022,0.9726,0.0241,0.0126,51972
"29105960400","Census Tract 9604, Laclede County, Missouri",0.0033,0.0269,0.9338,0.036,0.0036,35375
"29105960500","Census Tract 9605, Laclede County, Missouri",0.0055,0,0.9531,0.0414,0.0728,47629
"29105960600","Census Tract 9606, Laclede County, Missouri",0.0076,0.0158,0.8677,0.109,0.0226,43500
"29107090100","Census Tract 901, Lafayette County, Missouri",0,0.0117,0.9444,0.0439,0.036,63125
"29107090200","Census Tract 902, Lafayette County, Missouri",0.0074,0.0534,0.8809,0.0583,0.0686,59219
"29107090300","Census Tract 903, Lafayette County, Missouri",0,0.01,0.9479,0.0421,0.0514,51458
"29107090400","Census Tract 904, Lafayette County, Missouri",0.0038,0.0323,0.9352,0.0287,0.0123,52174
"29107090500","Census Tract 905, Lafayette County, Missouri",0.0021,3e-04,0.9756,0.0221,0.01,64556
"29107090601","Census Tract 906.01, Lafayette County, Missouri",0.0141,0.0145,0.9579,0.0135,0.0225,53064
"29107090602","Census Tract 906.02, Lafayette County, Missouri",0.0035,0.0072,0.9541,0.0351,0.0025,81898
"29109470100","Census Tract 4701, Lawrence County, Missouri",0,0.0119,0.9366,0.0515,0.0066,47917
"29109470200","Census Tract 4702, Lawrence County, Missouri",0.0013,0.016,0.961,0.0218,0.0103,49833
"29109470300","Census Tract 4703, Lawrence County, Missouri",0,6e-04,0.9548,0.0446,0.1305,43900
"29109470400","Census Tract 4704, Lawrence County, Missouri",6e-04,3e-04,0.9236,0.0755,0.1737,42580
"29109470500","Census Tract 4705, Lawrence County, Missouri",0,0,0.9614,0.0386,0.0554,49327
"29109470601","Census Tract 4706.01, Lawrence County, Missouri",0,2e-04,0.9383,0.0615,0.0709,34835
"29109470602","Census Tract 4706.02, Lawrence County, Missouri",0,0.0011,0.9632,0.0356,0.0694,45441
"29111970100","Census Tract 9701, Lewis County, Missouri",0,0.0447,0.9004,0.0548,0.0098,39483
"29111970200","Census Tract 9702, Lewis County, Missouri",0,0.036,0.9492,0.0148,8e-04,42429
"29111970300","Census Tract 9703, Lewis County, Missouri",0,0.0125,0.9779,0.0096,0,49948
"29111970400","Census Tract 9704, Lewis County, Missouri",0,0.0875,0.8907,0.0217,0.0069,51432
"29113810100","Census Tract 8101, Lincoln County, Missouri",7e-04,0.0265,0.9411,0.0316,0.0128,41680
"29113810201","Census Tract 8102.01, Lincoln County, Missouri",0.0064,0.0329,0.9304,0.0303,0.0214,68547
"29113810202","Census Tract 8102.02, Lincoln County, Missouri",5e-04,8e-04,0.9764,0.0223,0.0167,64602
"29113810301","Census Tract 8103.01, Lincoln County, Missouri",0.0067,0.0244,0.9421,0.0268,0.0376,50229
"29113810303","Census Tract 8103.03, Lincoln County, Missouri",0,0.0144,0.9645,0.0211,0.0265,72466
"29113810304","Census Tract 8103.04, Lincoln County, Missouri",0,0.0344,0.9328,0.0327,0.002,71381
"29113810400","Census Tract 8104, Lincoln County, Missouri",0.0049,8e-04,0.9548,0.0395,0.049,62956
"29115490100","Census Tract 4901, Linn County, Missouri",0.0013,0,0.9792,0.0196,0.0145,57734
"29115490200","Census Tract 4902, Linn County, Missouri",0,9e-04,0.9793,0.0198,0.0078,56793
"29115490300","Census Tract 4903, Linn County, Missouri",0.0024,0.0048,0.97,0.0228,0.0055,45521
"29115490400","Census Tract 4904, Linn County, Missouri",0.007,0.0127,0.9722,0.0081,0.0521,32861
"29115490500","Census Tract 4905, Linn County, Missouri",0.0054,0.0019,0.9501,0.0425,0.0344,50809
"29117480100","Census Tract 4801, Livingston County, Missouri",0.0013,0.0484,0.9269,0.0233,0.0097,56328
"29117480200","Census Tract 4802, Livingston County, Missouri",0.0035,0.0018,0.9687,0.0261,0.0161,54485
"29117480300","Census Tract 4803, Livingston County, Missouri",0.0159,0.0252,0.931,0.0279,0.0131,39511
"29117480400","Census Tract 4804, Livingston County, Missouri",0.0078,0.0066,0.9416,0.044,0.0195,52197
"29117480500","Census Tract 4805, Livingston County, Missouri",0,0.0516,0.8871,0.0613,0.051,27373
