"id","name","plaintiff","amount","date","attorney"
"09003514101","Census Tract 5141.01, Hartford County, Connecticut","MIDLAND FUNDING, LLC",515.19,2020-08-25,"no"
"09003514101","Census Tract 5141.01, Hartford County, Connecticut","CAVALRY SPV I , LLC",1282.05,2020-07-16,"no"
"09003510600","Census Tract 5106, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",707.41,2020-04-01,"no"
"09003503900","Census Tract 5039, Hartford County, Connecticut","MIDLAND FUNDING LLC",1749.66,2020-08-14,"no"
"09003503900","Census Tract 5039, Hartford County, Connecticut","MIDLAND FUNDING, LLC",3505.73,2020-09-01,"no"
"09003501500","Census Tract 5015, Hartford County, Connecticut","MIDLAND CREDIT MANAGEMENT, INC",2212.4,2020-01-22,"no"
"09003497700","Census Tract 4977, Hartford County, Connecticut","CAVALRY SPV I , LLC",1716.64,2020-04-13,"no"
"09003510700","Census Tract 5107, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",687.65,2020-04-01,"no"
"09003510600","Census Tract 5106, Hartford County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY CAPITAL BANK",898.76,2020-04-23,"no"
"09003510600","Census Tract 5106, Hartford County, Connecticut","LVNV FUNDING, LLC",1504.08,2020-08-19,"no"
"09003510500","Census Tract 5105, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1155.41,2020-10-02,"no"
"09003480500","Census Tract 4805, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1370.15,2020-05-05,"no"
"09003494100","Census Tract 4941, Hartford County, Connecticut","UNIFUND CORPORATION",2896.24,2020-01-28,"no"
"09003481100","Census Tract 4811, Hartford County, Connecticut","LVNV FUNDING LLC",1553.94,2020-04-03,"no"
"09003502600","Census Tract 5026, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1280.95,2020-04-28,"no"
"09003400300","Census Tract 4003, Hartford County, Connecticut","LVNV FUNDING, LLC",1235.36,2020-09-16,"no"
"09003514102","Census Tract 5141.02, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2111.35,2020-10-28,"no"
"09003502300","Census Tract 5023, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",3067.37,2020-05-05,"no"
"09003494300","Census Tract 4943, Hartford County, Connecticut","PCA ACQUISITIONS V, LLC ASSIGNEE OF SYNCHRONY BANK",4612.29,2020-10-01,"no"
"09003480300","Census Tract 4803, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1003.72,2020-08-14,"no"
"09003476200","Census Tract 4762, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2053.07,2020-10-02,"no"
"09003515101","Census Tract 5151.01, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF US BANK NA D/B/A ELAN FINANCIAL SERVICES",1336.17,2020-01-21,"no"
"09003496800","Census Tract 4968, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3087.48,2020-06-23,"no"
"09003520202","Census Tract 5202.02, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",564.57,2020-04-07,"no"
"09003514900","Census Tract 5149, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1846.76,2020-08-21,"no"
"09003514900","Census Tract 5149, Hartford County, Connecticut","UNIFUND CORPORATION",4659,2020-01-07,"no"
"09003514400","Census Tract 5144, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF US BANK NA D/B/A ELAN FINANCIAL SERVICES",1343.48,2020-04-06,"no"
"09003496300","Census Tract 4963, Hartford County, Connecticut","MIDLAND FUNDING LLC",1999.09,2020-09-18,"no"
"09003520202","Census Tract 5202.02, Hartford County, Connecticut","UNIFUND CORPORATION",4046.92,2020-03-13,"no"
"09003492500","Census Tract 4925, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",474.88,2020-04-06,"no"
"09003514600","Census Tract 5146, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",4770.88,2020-09-18,"no"
"09003460202","Census Tract 4602.02, Hartford County, Connecticut","SECOND ROUND, LP, ASSIGNEE OF SYNCHRONY BANK",1343.68,2020-04-22,"no"
"09003510800","Census Tract 5108, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",604.68,2020-06-25,"no"
"09003524300","Census Tract 5243, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2008.91,2020-07-20,"no"
"09003510900","Census Tract 5109, Hartford County, Connecticut","MIDLAND FUNDING LLC",1065,2020-09-28,"no"
"09003510900","Census Tract 5109, Hartford County, Connecticut","MIDLAND FUNDING LLC",797.1,2020-07-07,"no"
"09003460203","Census Tract 4602.03, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2299.37,2020-01-02,"no"
"09003524700","Census Tract 5247, Hartford County, Connecticut","UNIFUND CORPORATION",1180.66,2020-06-26,"no"
"09003524700","Census Tract 5247, Hartford County, Connecticut","MIDLAND CREDIT MANAGEMENT, LLC",543.74,2020-10-23,"no"
"09003480500","Census Tract 4805, Hartford County, Connecticut","LVNV FUNDING, LLC",1557.72,2020-06-03,"no"
"09003480500","Census Tract 4805, Hartford County, Connecticut","LVNV FUNDING LLC",1028.73,2020-04-17,"no"
"09003514700","Census Tract 5147, Hartford County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY BANK",862.21,2020-07-07,"no"
"09003481000","Census Tract 4810, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1320,2020-10-26,"no"
"09003510600","Census Tract 5106, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",5000,2020-08-25,"no"
"09003514800","Census Tract 5148, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1200.9,2020-08-25,"no"
"09003514400","Census Tract 5144, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",654.36,2020-08-25,"no"
"09003471300","Census Tract 4713, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",2370.28,2020-02-03,"no"
"09003520100","Census Tract 5201, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1462.45,2020-02-03,"no"
"09003468102","Census Tract 4681.02, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",2423.27,2020-01-07,"no"
"09003514400","Census Tract 5144, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",2334.67,2020-01-07,"no"
"09003514200","Census Tract 5142, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",866.21,2020-02-03,"no"
"09003510900","Census Tract 5109, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",629.24,2020-02-27,"no"
"09003492300","Census Tract 4923, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1330,2020-06-04,"no"
"09003511000","Census Tract 5110, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",610.13,2020-05-07,"no"
"09003511100","Census Tract 5111, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1500.3,2020-06-24,"no"
"09003501500","Census Tract 5015, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",3566.97,2020-06-24,"no"
"09003503900","Census Tract 5039, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1646.64,2020-08-25,"no"
"09003504800","Census Tract 5048, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1937.49,2020-08-18,"no"
"09003511200","Census Tract 5112, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",3242.71,2020-08-18,"no"
"09003515102","Census Tract 5151.02, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",3120.85,2020-08-18,"no"
"09003487500","Census Tract 4875, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",855.09,2020-08-18,"no"
"09003417500","Census Tract 4175, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",3694.25,2020-06-24,"no"
"09003496700","Census Tract 4967, Hartford County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF SYNCHRONY BANK",3353.92,2020-03-12,"no"
"09003477200","Census Tract 4772, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3678.61,2020-07-13,"no"
"09003481300","Census Tract 4813, Hartford County, Connecticut","LVNV FUNDING LLC AS SUCCESSOR IN INTEREST TO CREDIT ONE BANK, N.A.",1254.81,2020-09-25,"no"
"09003471300","Census Tract 4713, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",965.49,2020-04-01,"no"
"09003460204","Census Tract 4602.04, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",803.12,2020-03-09,"yes"
"09003473800","Census Tract 4738, Hartford County, Connecticut","CAVALRY SPV I , LLC",2454.6,2020-04-17,"no"
"09003515102","Census Tract 5151.02, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1462.22,2020-06-08,"no"
"09003511000","Census Tract 5110, Hartford County, Connecticut","MIDLAND CREDIT MANAGEMENT, INC",1198.05,2020-02-24,"no"
"09003497300","Census Tract 4973, Hartford County, Connecticut","LVNV FUNDING LLC",778.07,2020-02-13,"no"
"09003473100","Census Tract 4731, Hartford County, Connecticut","LVNV FUNDING, LLC",645,2020-07-10,"no"
"09003520100","Census Tract 5201, Hartford County, Connecticut","UNIFUND CORP.",3874.04,2020-09-21,"no"
"09003460202","Census Tract 4602.02, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1409.35,2020-07-22,"no"
"09005360400","Census Tract 3604, Litchfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF SYNCHRONY BANK",2084.07,2020-04-28,"no"
"09005320200","Census Tract 3202, Litchfield County, Connecticut","LVNV FUNDING LLC",1905.99,2020-04-17,"no"
"09005320200","Census Tract 3202, Litchfield County, Connecticut","MIDLAND FUNDING LLC",4598.26,2020-08-18,"no"
"09005310700","Census Tract 3107, Litchfield County, Connecticut","LVNV FUNDING LLC",1093.53,2020-04-03,"no"
"09005310601","Census Tract 3106.01, Litchfield County, Connecticut","LVNV FUNDING LLC",1230.29,2020-02-10,"no"
"09005320100","Census Tract 3201, Litchfield County, Connecticut","LVNV FUNDING LLC",712.87,2020-04-03,"no"
"09005360200","Census Tract 3602, Litchfield County, Connecticut","LVNV FUNDING, LLC",1631.65,2020-05-26,"no"
"09005253400","Census Tract 2534, Litchfield County, Connecticut","LVNV FUNDING LLC",1727.84,2020-01-22,"no"
"09005310100","Census Tract 3101, Litchfield County, Connecticut","LVNV FUNDING, LLC",1132.81,2020-08-05,"no"
"09005320200","Census Tract 3202, Litchfield County, Connecticut","UNIFUND CORPORATION",2105.18,2020-08-07,"no"
"09005320200","Census Tract 3202, Litchfield County, Connecticut","UNIFUND CORPORATION",2601.72,2020-07-01,"no"
"09005362102","Census Tract 3621.02, Litchfield County, Connecticut","LVNV FUNDING LLC",715.82,2020-04-27,"no"
"09005310602","Census Tract 3106.02, Litchfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",602.74,2020-07-08,"no"
"09005360400","Census Tract 3604, Litchfield County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",403.44,2020-08-18,"no"
"09005320200","Census Tract 3202, Litchfield County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1632.46,2020-02-27,"no"
"09005425400","Census Tract 4254, Litchfield County, Connecticut","LVNV FUNDING, LLC",1567.53,2020-10-07,"no"
"09009171400","Census Tract 1714, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1029.78,2020-07-15,"no"
"09009352701","Census Tract 3527.01, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",814.4,2020-07-15,"no"
"09009165802","Census Tract 1658.02, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1677.05,2020-02-13,"no"
"09009171600","Census Tract 1716, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE ONE BANK, N.A.",997.68,2020-02-19,"no"
"09009167100","Census Tract 1671, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1423.7,2020-02-14,"no"
"09009165500","Census Tract 1655, New Haven County, Connecticut","MIDLAND FUNDING LLC",1774.78,2020-08-18,"no"
"09009175300","Census Tract 1753, New Haven County, Connecticut","MIDLAND FUNDING LLC",1419.57,2020-09-28,"no"
"09009167100","Census Tract 1671, New Haven County, Connecticut","UNIFUND CORPORATION",2305.56,2020-09-09,"no"
"09009141500","Census Tract 1415, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1107.68,2020-02-03,"no"
"09009141600","Census Tract 1416, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",2432.34,2020-02-03,"no"
"09009142700","Census Tract 1427, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",5000,2020-01-08,"no"
"09009361200","Census Tract 3612, New Haven County, Connecticut","SECOND ROUND, LP ASSIGNEE OF COMENITY BANK",1108.6,2020-05-13,"no"
"09009345400","Census Tract 3454, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1841.99,2020-06-26,"no"
"09009165801","Census Tract 1658.01, New Haven County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF SYNCHRONY BANK",1778.28,2020-07-02,"no"
"09007560100","Census Tract 5601, Middlesex County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3482.53,2020-07-21,"no"
"09007541700","Census Tract 5417, Middlesex County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",663.08,2020-01-09,"no"
"09007541401","Census Tract 5414.01, Middlesex County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",639.03,2020-01-22,"no"
"09007541700","Census Tract 5417, Middlesex County, Connecticut","LVNV FUNDING, LLC",1285.14,2020-04-24,"no"
"09007541600","Census Tract 5416, Middlesex County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",711.05,2020-02-14,"no"
"09007550100","Census Tract 5501, Middlesex County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1105.46,2020-06-24,"no"
"09007550100","Census Tract 5501, Middlesex County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY BANK",1011.42,2020-07-07,"no"
"09007550100","Census Tract 5501, Middlesex County, Connecticut","CAVALRY SPV I, LLC",3357.93,2020-01-08,"no"
"09007541402","Census Tract 5414.02, Middlesex County, Connecticut","MIDLAND FUNDING LLC",609.48,2020-03-12,"no"
"09007541402","Census Tract 5414.02, Middlesex County, Connecticut","MIDLAND FUNDING LLC",537.02,2020-03-12,"no"
"09007560200","Census Tract 5602, Middlesex County, Connecticut","MIDLAND FUNDING LLC",609.54,2020-10-27,"no"
"09007550100","Census Tract 5501, Middlesex County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1831.8,2020-09-11,"no"
"09007590100","Census Tract 5901, Middlesex County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1028.93,2020-07-13,"no"
"09007595101","Census Tract 5951.01, Middlesex County, Connecticut","MIDLAND FUNDING LLC",2448.46,2020-04-02,"no"
"09007680100","Census Tract 6801, Middlesex County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1946.31,2020-02-27,"no"
"09007570300","Census Tract 5703, Middlesex County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",3578.98,2020-06-24,"no"
"09007542100","Census Tract 5421, Middlesex County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",849.33,2020-04-07,"no"
"09009150800","Census Tract 1508, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",989.97,2020-06-30,"no"
"09009155000","Census Tract 1550, New Haven County, Connecticut","LVNV FUNDING LLC",948.25,2020-04-09,"no"
"09009125300","Census Tract 1253, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1027.76,2020-10-16,"no"
"09009154700","Census Tract 1547, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2552.86,2020-06-17,"no"
"09001110600","Census Tract 1106, Fairfield County, Connecticut","CAVALRY SPV I , LLC",966.88,2020-08-04,"no"
"09009130200","Census Tract 1302, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES",2050.76,2020-11-10,"no"
"09009130200","Census Tract 1302, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2567.4,2020-10-02,"no"
"09009130200","Census Tract 1302, New Haven County, Connecticut","MIDLAND FUNDING LLC",724.63,2020-06-18,"no"
"09009120200","Census Tract 1202, New Haven County, Connecticut","MIDLAND FUNDING LLC",2976.24,2020-10-23,"no"
"09009155000","Census Tract 1550, New Haven County, Connecticut","MIDLAND FUNDING LLC",973.18,2020-09-09,"no"
"09009154900","Census Tract 1549, New Haven County, Connecticut","SECOND ROUND SUB, LLC SUCCESSOR IN INTEREST TO SYNCHRONY BANK",1580.39,2020-01-14,"no"
"09009130200","Census Tract 1302, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2700.51,2020-10-29,"no"
"09009120200","Census Tract 1202, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",4799.64,2020-09-28,"no"
"09009154200","Census Tract 1542, New Haven County, Connecticut","MIDLAND CREDIT MANAGEMENT, INC",938.59,2020-01-13,"no"
"09009120200","Census Tract 1202, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",897.01,2020-09-25,"no"
"09009155000","Census Tract 1550, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1233.83,2020-11-02,"no"
"09009155000","Census Tract 1550, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",2041.26,2020-07-15,"no"
"09009130101","Census Tract 1301.01, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",989.27,2020-01-07,"no"
"09009125300","Census Tract 1253, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1862.29,2020-06-04,"no"
NA,NA,"LVNV FUNDING LLC ASSIGNEE OF SYNCHRONY BANK",732.22,2020-01-21,"yes"
"09003417100","Census Tract 4171, Hartford County, Connecticut","LVNV FUNDING, LLC",665.56,2020-06-03,"no"
"09003406100","Census Tract 4061, Hartford County, Connecticut","MIDLAND FUNDING LLC",2316.97,2020-10-08,"no"
"09003415700","Census Tract 4157, Hartford County, Connecticut","LVNV FUNDING LLC",2889.62,2020-05-12,"no"
"09003405402","Census Tract 4054.02, Hartford County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY CAPITAL BANK",3476.5,2020-04-24,"no"
"09003416400","Census Tract 4164, Hartford County, Connecticut","LVNV FUNDING, LLC",1856.43,2020-06-03,"no"
"09003405600","Census Tract 4056, Hartford County, Connecticut","MIDLAND FUNDING LLC",930,2020-08-19,"no"
"09003415400","Census Tract 4154, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",593.94,2020-10-28,"no"
"09003430100","Census Tract 4301, Hartford County, Connecticut","LVNV FUNDING, LLC",996.91,2020-09-23,"no"
"09003405401","Census Tract 4054.01, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",583.87,2020-07-16,"no"
"09003400200","Census Tract 4002, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",837.05,2020-01-29,"no"
"09003400300","Census Tract 4003, Hartford County, Connecticut","LVNV FUNDING, LLC",1235.36,2020-09-16,"no"
"09003400300","Census Tract 4003, Hartford County, Connecticut","LVNV FUNDING, LLC",1197.62,2020-09-16,"no"
"09003415700","Census Tract 4157, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2117.67,2020-04-20,"no"
"09003415700","Census Tract 4157, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1348.22,2020-04-09,"no"
"09003416000","Census Tract 4160, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",2216.25,2020-05-05,"no"
"09003405600","Census Tract 4056, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF WEBBANK",758.9,2020-03-03,"no"
"09003415500","Census Tract 4155, Hartford County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY BANK",1166.76,2020-03-13,"no"
"09003415300","Census Tract 4153, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",503.28,2020-01-27,"no"
"09003430601","Census Tract 4306.01, Hartford County, Connecticut","LVNV FUNDING LLC",824.18,2020-04-17,"no"
"09003430100","Census Tract 4301, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",570.28,2020-06-04,"no"
"09003415400","Census Tract 4154, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1939.51,2020-08-18,"no"
"09005425500","Census Tract 4255, Litchfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2672.72,2020-03-02,"no"
"09003416800","Census Tract 4168, Hartford County, Connecticut","LVNV FUNDING, LLC",1370.23,2020-06-03,"no"
"09005425300","Census Tract 4253, Litchfield County, Connecticut","MIDLAND CREDIT MANAGEMENT, INC",2076.96,2020-04-15,"no"
"09003416400","Census Tract 4164, Hartford County, Connecticut","LVNV FUNDING LLC",703.14,2020-02-10,"no"
"09001021802","Census Tract 218.02, Fairfield County, Connecticut","STAR DISTRIBUTORS, INC.",919.94,2020-06-08,"no"
"09009141500","Census Tract 1415, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1528.53,2020-11-09,"no"
"09009154700","Census Tract 1547, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",2257.84,2020-04-27,"no"
"09009343400","Census Tract 3434, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3753.9,2020-10-14,"no"
"09009142601","Census Tract 1426.01, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1221.29,2020-09-10,"no"
"09009140800","Census Tract 1408, New Haven County, Connecticut","MIDLAND FUNDING LLC",3462.44,2020-03-05,"no"
"09009130102","Census Tract 1301.02, New Haven County, Connecticut","LVNV FUNDING LLC",702.77,2020-04-03,"no"
"09009140800","Census Tract 1408, New Haven County, Connecticut","LVNV FUNDING LLC",699.02,2020-04-03,"no"
"09009142400","Census Tract 1424, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",769.59,2020-04-07,"no"
"09009142400","Census Tract 1424, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1349.62,2020-04-07,"no"
"09009120100","Census Tract 1201, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1029.47,2020-04-09,"no"
"09009155000","Census Tract 1550, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1511.29,2020-04-20,"no"
"09009190200","Census Tract 1902, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2460.18,2020-04-16,"no"
"09009184700","Census Tract 1847, New Haven County, Connecticut","LVNV FUNDING, LLC",497.1,2020-11-12,"no"
"09009351400","Census Tract 3514, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CAPITAL ONE, N.A.",1194.17,2020-06-18,"no"
"09009190100","Census Tract 1901, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF WEBBANK",669.92,2020-01-09,"no"
"09009165802","Census Tract 1658.02, New Haven County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY BANK",988.96,2020-05-08,"no"
"09009165802","Census Tract 1658.02, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3504.19,2020-04-16,"no"
"09009167100","Census Tract 1671, New Haven County, Connecticut","LVNV FUNDING, LLC",1845.07,2020-02-13,"no"
"09009142800","Census Tract 1428, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",696.78,2020-01-21,"no"
"09009180601","Census Tract 1806.01, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2463.76,2020-06-30,"no"
"09009142700","Census Tract 1427, New Haven County, Connecticut","MIDLAND CREDIT MANAGEMENT, LLC",2507.44,2020-10-22,"no"
"09009175900","Census Tract 1759, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2969.67,2020-09-17,"no"
"09009171500","Census Tract 1715, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",578.67,2020-09-09,"no"
"09009140800","Census Tract 1408, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1737.31,2020-08-25,"no"
"09009184700","Census Tract 1847, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",2120.34,2020-08-25,"no"
"09009180300","Census Tract 1803, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1468.62,2020-08-25,"no"
"09009154900","Census Tract 1549, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",936.03,2020-01-07,"no"
"09009165400","Census Tract 1654, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",2089.1,2020-08-04,"no"
"09009125400","Census Tract 1254, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",3606.51,2020-07-22,"no"
"09009141900","Census Tract 1419, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",936.03,2020-05-07,"no"
"09009141600","Census Tract 1416, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",1568.72,2020-06-04,"no"
"09009155000","Census Tract 1550, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",3625.38,2020-02-27,"no"
"09009165500","Census Tract 1655, New Haven County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",312.15,2020-02-27,"no"
NA,NA,"MIDLAND CREDIT MANAGEMENT, LLC",891.9,2020-08-31,"no"
"09009142604","Census Tract 1426.04, New Haven County, Connecticut","SECOND ROUND SUB, LLC ASSIGNEE OF COMENITY CAPITAL BANK",742.7,2020-06-10,"no"
"09009180100","Census Tract 1801, New Haven County, Connecticut","LAW OFFICES OF PATRICIA A. COFRANCESCO",4600,2020-11-09,"no"
"09009345400","Census Tract 3454, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",862.17,2020-04-16,"no"
"09009170900","Census Tract 1709, New Haven County, Connecticut","LVNV FUNDING LLC",2580.51,2020-04-17,"no"
"09011697000","Census Tract 6970, New London County, Connecticut","LVNV FUNDING, LLC",2194.61,2020-06-26,"no"
"09011710100","Census Tract 7101, New London County, Connecticut","LVNV FUNDING LLC",2850.49,2020-04-03,"no"
"09011701200","Census Tract 7012, New London County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY CAPITAL BANK",1620.04,2020-05-27,"no"
